"FileName","SHA256","LengthBytes","FinalLabels","PreservationDecision","DuplicateContent","SupersededDefinitions","LatestDefinitions","FullySupersededByDefinitionsOnly","SecuritySensitive","StorageSensitive","PossibleDataBearing","ContainsDestructiveDDL","ManualReviewNotes"
"20260428_catalog_cost_price.sql","1CF2C71774450778E0BA40F034F4C9B328D7AE485AF94386781BE2C0C93E2373","99","HistoricalRecord;ProductionBaselineCovered","PreserveInHistoricalArchive","False","0","0","False","False","False","False","False",""
"20260428_invoice_items_cost_price_snapshot.sql","76C1E72467F96484F262D142677EBF193D49166626C7333A98DEEE09214C271E","101","HistoricalRecord;ProductionBaselineCovered","PreserveInHistoricalArchive","False","0","0","False","False","False","False","False",""
"20260430_catalog_items_storage.sql","7440A15AE4E5007A874E70B10A5E1FB6499E7E6A8CB2136F02EECF6099DD246C","472","HistoricalRecord;ProductionBaselineCovered;PossibleDataBearing;StorageSensitive","PreserveForAuditAndHistory","False","0","0","False","False","True","True","False","Contains INSERT, UPDATE, or DELETE text; manual review is required because statements may be inside function bodies. References Supabase Storage objects or buckets and must remain documented."
"20260430_catalog_pos_display_settings.sql","4DEA897D8F1A592E8A9B89F7687AE12E955C13C1ED9090DE273C45B479DAE0BB","274","HistoricalRecord;ProductionBaselineCovered","PreserveInHistoricalArchive","False","0","0","False","False","False","False","False",""
"20260430_create_invoice_with_items_current_payload_safe.sql","A7897C184AED566ADE86880ED4387CC1262FBD321332D5A1FCE10F48BF2F558E","8006","HistoricalRecord;ProductionBaselineCovered;ExactDuplicate;ContainsSupersededDefinitions;PossibleDataBearing;ContainsDestructiveDDL;SecuritySensitive","PreserveButMarkExactDuplicate","True","3","0","True","True","False","True","True","File content is byte-for-byte identical to another migration. 3 repeated object definition(s) were followed by later definitions. Contains INSERT, UPDATE, or DELETE text; manual review is required because statements may be inside function bodies. Contains DROP or other destructive DDL, commonly used before recreating functions or policies. Contains security-relevant definitions such as RLS, grants, revokes, auth references, or SECURITY DEFINER."
"20260430_create_invoice_with_items_safe_validation.sql","A7897C184AED566ADE86880ED4387CC1262FBD321332D5A1FCE10F48BF2F558E","8006","HistoricalRecord;ProductionBaselineCovered;ExactDuplicate;ContainsSupersededDefinitions;PossibleDataBearing;ContainsDestructiveDDL;SecuritySensitive","PreserveButMarkExactDuplicate","True","3","0","True","True","False","True","True","File content is byte-for-byte identical to another migration. 3 repeated object definition(s) were followed by later definitions. Contains INSERT, UPDATE, or DELETE text; manual review is required because statements may be inside function bodies. Contains DROP or other destructive DDL, commonly used before recreating functions or policies. Contains security-relevant definitions such as RLS, grants, revokes, auth references, or SECURITY DEFINER."
"20260430_invoice_items_snapshot_allow_catalog_delete.sql","AB7FEBFBD787CC6AF5406CC3FA9B232EA99A3192629794D56F45F5164F319D5A","8999","HistoricalRecord;ProductionBaselineCovered;ContainsLatestHistoricalDefinition;PossibleDataBearing;ContainsDestructiveDDL;SecuritySensitive","PreserveForAuditAndHistory","False","","2","False","True","False","True","True","2 repeated object definition(s) are the latest detected definitions within the historical chain. Contains INSERT, UPDATE, or DELETE text; manual review is required because statements may be inside function bodies. Contains DROP or other destructive DDL, commonly used before recreating functions or policies. Contains security-relevant definitions such as RLS, grants, revokes, auth references, or SECURITY DEFINER."
"20260430_items_legacy_audit.sql","52B4D6F83CE8276FFC9E3B575263F3CA04B13C5A35005632B4402E90253672A4","2992","HistoricalRecord;ProductionBaselineCovered","PreserveInHistoricalArchive","False","0","0","False","False","False","False","False",""
"20260501_catalog_categories.sql","F836445D204B58DA8939C457E3B218B25671948F43A6CC6962CC45ABB1CC21D0","662","HistoricalRecord;ProductionBaselineCovered;PossibleDataBearing","PreserveForAuditAndHistory","False","0","0","False","False","False","True","False","Contains INSERT, UPDATE, or DELETE text; manual review is required because statements may be inside function bodies."
"20260501_create_discounts.sql","B68950A22E698C040FA75CC42172BDCBCF8D23A4C86958813A0CD214B9771D40","911","HistoricalRecord;ProductionBaselineCovered","PreserveInHistoricalArchive","False","0","0","False","False","False","False","False",""
"20260501_create_vat_settings.sql","7FE23DD43F8591873A7F3DD885064040030D47D02FD2384724CA2595F84F010C","896","HistoricalRecord;ProductionBaselineCovered","PreserveInHistoricalArchive","False","0","0","False","False","False","False","False",""
"20260503_default_new_orders_to_in_progress.sql","9393C67B6A3AFAF63AD396BD6A1A7DDDC6C6164CF7CC8F57A009B66A2BB49B5E","5863","HistoricalRecord;ProductionBaselineCovered;PossibleDataBearing;SecuritySensitive","PreserveForAuditAndHistory","False","","0","True","True","False","True","False","Contains INSERT, UPDATE, or DELETE text; manual review is required because statements may be inside function bodies. Contains security-relevant definitions such as RLS, grants, revokes, auth references, or SECURITY DEFINER."
"20260503_fix_invoice_items_insert_columns_in_create_invoice_with_items_safe.sql","7AD25F8B43CBCB6580D7583F2969DEA4C0C8CB958D19640D62175F057A7BB6B5","6260","HistoricalRecord;ProductionBaselineCovered;ExactDuplicate;PossibleDataBearing;SecuritySensitive","PreserveForAuditAndHistory","True","","0","True","True","False","True","False","File content is byte-for-byte identical to another migration. Contains INSERT, UPDATE, or DELETE text; manual review is required because statements may be inside function bodies. Contains security-relevant definitions such as RLS, grants, revokes, auth references, or SECURITY DEFINER."
"20260503_replace_create_invoice_with_items_safe_full_body.sql","7AD25F8B43CBCB6580D7583F2969DEA4C0C8CB958D19640D62175F057A7BB6B5","6260","HistoricalRecord;ProductionBaselineCovered;ExactDuplicate;PossibleDataBearing;SecuritySensitive","PreserveForAuditAndHistory","True","","0","True","True","False","True","False","File content is byte-for-byte identical to another migration. Contains INSERT, UPDATE, or DELETE text; manual review is required because statements may be inside function bodies. Contains security-relevant definitions such as RLS, grants, revokes, auth references, or SECURITY DEFINER."
"20260503_reuse_existing_customer_by_phone_in_create_invoice_with_items_safe.sql","F0ADF3FD621B7601EA0B2D6DDBC5FBEEDBFD28C4EE973B175B4C3BE3B8F36852","6364","HistoricalRecord;ProductionBaselineCovered;PossibleDataBearing;SecuritySensitive","PreserveForAuditAndHistory","False","0","","False","True","False","True","False","Contains INSERT, UPDATE, or DELETE text; manual review is required because statements may be inside function bodies. Contains security-relevant definitions such as RLS, grants, revokes, auth references, or SECURITY DEFINER."
"20260503_standardize_order_statuses_to_in_progress_ready_closed.sql","758F50C49EC5925221475AC2C536C3175C94BD767B683F0A89510028F47BA0A9","791","HistoricalRecord;ProductionBaselineCovered;PossibleDataBearing","PreserveForAuditAndHistory","False","0","0","False","False","False","True","False","Contains INSERT, UPDATE, or DELETE text; manual review is required because statements may be inside function bodies."
"20260505_add_order_client_idempotency_key.sql","BBCCC09F773D42C7168C6BA5FDB30747DCC2C08C893B65481546EA8E764259CA","7007","HistoricalRecord;ProductionBaselineCovered;PossibleDataBearing;SecuritySensitive","PreserveForAuditAndHistory","False","0","0","False","True","False","True","False","Contains INSERT, UPDATE, or DELETE text; manual review is required because statements may be inside function bodies. Contains security-relevant definitions such as RLS, grants, revokes, auth references, or SECURITY DEFINER."
"20260505_add_order_employee_audit.sql","7C6BB90E8BBA13BA70336481C8CE26CD5564B834F5B7F88EA4F206EFD82CB757","1556","HistoricalRecord;ProductionBaselineCovered;PossibleDataBearing;SecuritySensitive","PreserveForAuditAndHistory","False","0","0","False","True","False","True","False","Contains INSERT, UPDATE, or DELETE text; manual review is required because statements may be inside function bodies. Contains security-relevant definitions such as RLS, grants, revokes, auth references, or SECURITY DEFINER."
"20260505_add_pos_pin_to_profiles.sql","B33F2A32ED63FA0479215D97591861FF63DCF096C0E84E628A961536B2E0687E","896","HistoricalRecord;ProductionBaselineCovered;PossibleDataBearing;SecuritySensitive","PreserveForAuditAndHistory","False","","0","True","True","False","True","False","Contains INSERT, UPDATE, or DELETE text; manual review is required because statements may be inside function bodies. Contains security-relevant definitions such as RLS, grants, revokes, auth references, or SECURITY DEFINER."
"20260505_fix_set_pos_pin_pgcrypto_search_path.sql","0C59568CFB3FCB0C835A3F27CBCA90A24E3A32CE76EDB9E2EF7EF0FCBC0C9207","794","HistoricalRecord;ProductionBaselineCovered;PossibleDataBearing;SecuritySensitive","PreserveForAuditAndHistory","False","","0","True","True","False","True","False","Contains INSERT, UPDATE, or DELETE text; manual review is required because statements may be inside function bodies. Contains security-relevant definitions such as RLS, grants, revokes, auth references, or SECURITY DEFINER."
"20260505_prepare_multi_tenant_tenants_and_order_tenant_id.sql","90825579D2394C1195DAEF28A298D30DD7B9F17E520BC6587190BE5168929A02","327","HistoricalRecord;ProductionBaselineCovered","PreserveInHistoricalArchive","False","","0","True","False","False","False","False",""
"20260505_propagate_tenant_id_for_new_records.sql","D116C7A3DF8C777C6ECC4B3C3956A9CF01476B7EA32095C71201B176946D9B4A","15963","HistoricalRecord;ProductionBaselineCovered;PossibleDataBearing;ContainsDestructiveDDL;SecuritySensitive","PreserveForAuditAndHistory","False","0","0","False","True","False","True","True","Contains INSERT, UPDATE, or DELETE text; manual review is required because statements may be inside function bodies. Contains DROP or other destructive DDL, commonly used before recreating functions or policies. Contains security-relevant definitions such as RLS, grants, revokes, auth references, or SECURITY DEFINER."
"20260505_safe_backfill_tenant_ids.sql","BDAE5AF51053BD89C7C9B077EFB1759212AE351A5E5CFC2D0ED5DECF25BC46BB","4789","HistoricalRecord;ProductionBaselineCovered;PossibleDataBearing","PreserveForAuditAndHistory","False","0","","False","False","False","True","False","Contains INSERT, UPDATE, or DELETE text; manual review is required because statements may be inside function bodies."
"20260511_allow_cancelled_invoice_payment_status.sql","AEBA3F8E51FD2939DEE83F186435B684AE72232DD0A24655021AFC1B41B5BE2E","1616","HistoricalRecord;ProductionBaselineCovered","PreserveInHistoricalArchive","False","0","0","False","False","False","False","False",""
"20260512_add_order_whatsapp_message_templates_to_system_settings.sql","EC4BB754A0E6C0ACB0FFB191AA32167867DDFA73410A692AC4D5657AD30B00BB","180","HistoricalRecord;ProductionBaselineCovered","PreserveInHistoricalArchive","False","0","0","False","False","False","False","False",""
"20260513_create_audit_logs.sql","13BD8A29B5AC821DCBA7660DEBD84D1B258468D34B119E4EAE7D1E9488FE9A45","1391","HistoricalRecord;ProductionBaselineCovered;ContainsDestructiveDDL;SecuritySensitive","PreserveForAuditAndHistory","False","0","0","False","True","False","False","True","Contains DROP or other destructive DDL, commonly used before recreating functions or policies. Contains security-relevant definitions such as RLS, grants, revokes, auth references, or SECURITY DEFINER."
"20260515_harden_create_invoice_with_items_safe.sql","AAC1053551983EDDB5F507A1320E7C0D2E1FBFA43AEDB4ABD75E5696AF682A19","10950","HistoricalRecord;ProductionBaselineCovered;PossibleDataBearing;ContainsDestructiveDDL;SecuritySensitive","PreserveForAuditAndHistory","False","","0","True","True","False","True","True","Contains INSERT, UPDATE, or DELETE text; manual review is required because statements may be inside function bodies. Contains DROP or other destructive DDL, commonly used before recreating functions or policies. Contains security-relevant definitions such as RLS, grants, revokes, auth references, or SECURITY DEFINER."
"20260515_profiles_username_unique_lower.sql","05753B8DD9174D7C81326639C90B1AA7B8E53ACA20633045D2DA3A545AB9B9DF","194","HistoricalRecord;ProductionBaselineCovered","PreserveInHistoricalArchive","False","0","0","False","False","False","False","False",""
"20260516_add_branch_soft_delete.sql","0B46CB1CD70E81A60EED0EC48D987ACEA5196CE1C846B8D4D5793832F4A22898","3080","HistoricalRecord;ProductionBaselineCovered;PossibleDataBearing;SecuritySensitive","PreserveForAuditAndHistory","False","0","0","False","True","False","True","False","Contains INSERT, UPDATE, or DELETE text; manual review is required because statements may be inside function bodies. Contains security-relevant definitions such as RLS, grants, revokes, auth references, or SECURITY DEFINER."
"20260516_branch_monthly_order_invoice_numbers.sql","9D865C2A4EF49836E43ACA1C420866B6129D0BDEC301843D7037E2BC22593408","10581","HistoricalRecord;ProductionBaselineCovered;ContainsSupersededDefinitions;PossibleDataBearing;ContainsDestructiveDDL;SecuritySensitive","PreserveForAuditAndHistory","False","5","0","True","True","False","True","True","5 repeated object definition(s) were followed by later definitions. Contains INSERT, UPDATE, or DELETE text; manual review is required because statements may be inside function bodies. Contains DROP or other destructive DDL, commonly used before recreating functions or policies. Contains security-relevant definitions such as RLS, grants, revokes, auth references, or SECURITY DEFINER."
"20260516_create_tenant_with_owner_rpc.sql","71FC8A51AFDF62DEF0317E8A5DC4E3230B03A17AF5086982E60AC3BF80954FB8","3221","HistoricalRecord;ProductionBaselineCovered;PossibleDataBearing;SecuritySensitive","PreserveForAuditAndHistory","False","0","0","False","True","False","True","False","Contains INSERT, UPDATE, or DELETE text; manual review is required because statements may be inside function bodies. Contains security-relevant definitions such as RLS, grants, revokes, auth references, or SECURITY DEFINER."
"20260516_disable_legacy_lf_order_number_generators.sql","823EEC9DD280992972F2990FBD89F47C4074E15628078E214D70573ED1C43FBC","1449","HistoricalRecord;ProductionBaselineCovered;ContainsDestructiveDDL","PreserveInHistoricalArchive","False","0","0","False","False","False","False","True","Contains DROP or other destructive DDL, commonly used before recreating functions or policies."
"20260516_fix_branch_order_number_prefix_trigger.sql","35C17B16106410D2D55B3ECB47D93B2CACADE069135420FC61C8FE24795AA689","3923","HistoricalRecord;ProductionBaselineCovered;ContainsLatestHistoricalDefinition;PossibleDataBearing;ContainsDestructiveDDL;SecuritySensitive","PreserveForAuditAndHistory","False","","3","False","True","False","True","True","3 repeated object definition(s) are the latest detected definitions within the historical chain. Contains INSERT, UPDATE, or DELETE text; manual review is required because statements may be inside function bodies. Contains DROP or other destructive DDL, commonly used before recreating functions or policies. Contains security-relevant definitions such as RLS, grants, revokes, auth references, or SECURITY DEFINER."
"20260516_recalculate_branch_prefixes_per_tenant.sql","3951B516483AD1025A7BE09B3413F064A8ABB20CD700C8A7C1EDF243C81BC95F","813","HistoricalRecord;ProductionBaselineCovered;PossibleDataBearing","PreserveForAuditAndHistory","False","0","","False","False","False","True","False","Contains INSERT, UPDATE, or DELETE text; manual review is required because statements may be inside function bodies."
"20260517_add_customer_profile_fields.sql","DADCFE2A4D3E43F65A58A0651AA9501813A876420E131C7005F65CBA7E84F234","415","HistoricalRecord;ProductionBaselineCovered","PreserveInHistoricalArchive","False","0","0","False","False","False","False","False",""
"20260517_cleanup_pos_users_from_profiles.sql","7A81FF794AF0F436F92CEC2CB210802D691015970630E7369F508D5C67E820AB","1690","HistoricalRecord;ProductionBaselineCovered;PossibleDataBearing","PreserveForAuditAndHistory","False","0","0","False","False","False","True","False","Contains INSERT, UPDATE, or DELETE text; manual review is required because statements may be inside function bodies."
"20260517_create_pos_profiles.sql","6655411B840D1A6B70408665BDC18D306354FD1D2AD8D364D03D8912882261CA","3627","HistoricalRecord;ProductionBaselineCovered;PossibleDataBearing;ContainsDestructiveDDL;SecuritySensitive","PreserveForAuditAndHistory","False","","","False","True","False","True","True","Contains INSERT, UPDATE, or DELETE text; manual review is required because statements may be inside function bodies. Contains DROP or other destructive DDL, commonly used before recreating functions or policies. Contains security-relevant definitions such as RLS, grants, revokes, auth references, or SECURITY DEFINER."
"20260517_fix_set_pos_profile_pin_signature.sql","031456A97A0355E219F301223DC4FFD33844DB2263017A43A2FE01BAD33B6459","1032","HistoricalRecord;ProductionBaselineCovered;PossibleDataBearing;ContainsDestructiveDDL;SecuritySensitive","PreserveForAuditAndHistory","False","0","0","False","True","False","True","True","Contains INSERT, UPDATE, or DELETE text; manual review is required because statements may be inside function bodies. Contains DROP or other destructive DDL, commonly used before recreating functions or policies. Contains security-relevant definitions such as RLS, grants, revokes, auth references, or SECURITY DEFINER."
"20260517_hash_pos_pin_before_insert.sql","14AB294DC7ABE90E1D40D13303DF520C65987368BCB22B7C28D5F2C2D4ED16F3","605","HistoricalRecord;ProductionBaselineCovered;SecuritySensitive","PreserveForAuditAndHistory","False","0","0","False","True","False","False","False","Contains security-relevant definitions such as RLS, grants, revokes, auth references, or SECURITY DEFINER."
"20260517_inventory_phase1_foundation.sql","E5B8A3EF9485912C208D88615E00240A3AD6CD434C3E01E60C75BF818207A07E","7777","HistoricalRecord;ProductionBaselineCovered;ContainsSupersededDefinitions;PossibleDataBearing;ContainsDestructiveDDL;SecuritySensitive","PreserveForAuditAndHistory","False","2","0","True","True","False","True","True","2 repeated object definition(s) were followed by later definitions. Contains INSERT, UPDATE, or DELETE text; manual review is required because statements may be inside function bodies. Contains DROP or other destructive DDL, commonly used before recreating functions or policies. Contains security-relevant definitions such as RLS, grants, revokes, auth references, or SECURITY DEFINER."
"20260517_inventory_phase4_deduct_stock_on_sale.sql","CC2DC38920477B5ACD021C81A92989F14770FAD2A339EE6F94D7C9F1FAF6700D","14839","HistoricalRecord;ProductionBaselineCovered;PossibleDataBearing;ContainsDestructiveDDL;SecuritySensitive","PreserveForAuditAndHistory","False","","0","True","True","False","True","True","Contains INSERT, UPDATE, or DELETE text; manual review is required because statements may be inside function bodies. Contains DROP or other destructive DDL, commonly used before recreating functions or policies. Contains security-relevant definitions such as RLS, grants, revokes, auth references, or SECURITY DEFINER."
"20260517_inventory_phase5_restore_cancelled_invoice_stock.sql","4255B296E466C58D9A8FE756BF5B9671EE0C204392A0481AC4003B4CFF711C6F","4677","HistoricalRecord;ProductionBaselineCovered;PossibleDataBearing;SecuritySensitive","PreserveForAuditAndHistory","False","","0","True","True","False","True","False","Contains INSERT, UPDATE, or DELETE text; manual review is required because statements may be inside function bodies. Contains security-relevant definitions such as RLS, grants, revokes, auth references, or SECURITY DEFINER."
"20260517_inventory_tracking_flag.sql","93653E1DC6112DF9AFF599925372FE27AB67DB8F7BEDAB3F95C4ABB4A035D877","22483","HistoricalRecord;ProductionBaselineCovered;ContainsSupersededDefinitions;PossibleDataBearing;SecuritySensitive","PreserveForAuditAndHistory","False","5","0","True","True","False","True","False","5 repeated object definition(s) were followed by later definitions. Contains INSERT, UPDATE, or DELETE text; manual review is required because statements may be inside function bodies. Contains security-relevant definitions such as RLS, grants, revokes, auth references, or SECURITY DEFINER."
"20260517_require_pos_profile_role_branch.sql","136B1599910B2AF607632C269123B22CA2093A2542B3716CF5ED2CC67F1FD4FB","160","HistoricalRecord;ProductionBaselineCovered","PreserveInHistoricalArchive","False","0","0","False","False","False","False","False",""
"20260517_set_pos_profile_pin_scoped.sql","8250CF3C9D8A72D6B1F61A68AC2BFDFDA8AF0E3269E525E0D888139AFBC2DD9E","905","HistoricalRecord;ProductionBaselineCovered;PossibleDataBearing;SecuritySensitive","PreserveForAuditAndHistory","False","0","0","False","True","False","True","False","Contains INSERT, UPDATE, or DELETE text; manual review is required because statements may be inside function bodies. Contains security-relevant definitions such as RLS, grants, revokes, auth references, or SECURITY DEFINER."
"20260517_verify_pos_pin_from_pos_profiles.sql","7B3FD90040CADCF5F1EEF592EC637714EDB85D5C21F1D485FB726702FD445C78","1300","HistoricalRecord;ProductionBaselineCovered;ContainsDestructiveDDL;SecuritySensitive","PreserveForAuditAndHistory","False","0","0","False","True","False","False","True","Contains DROP or other destructive DDL, commonly used before recreating functions or policies. Contains security-relevant definitions such as RLS, grants, revokes, auth references, or SECURITY DEFINER."
"20260518_catalog_composite_inventory_tracking.sql","2F9D51A41F927209D389D690D89B66B6314ADE28077BC4F7B8352EAA779AADE3","23032","HistoricalRecord;ProductionBaselineCovered;ContainsSupersededDefinitions;PossibleDataBearing;SecuritySensitive","PreserveForAuditAndHistory","False","5","0","True","True","False","True","False","5 repeated object definition(s) were followed by later definitions. Contains INSERT, UPDATE, or DELETE text; manual review is required because statements may be inside function bodies. Contains security-relevant definitions such as RLS, grants, revokes, auth references, or SECURITY DEFINER."
"20260518_fix_adjust_inventory_stock_signature.sql","9A2E1013A3D9D07358BC7222AAF82CDE3EFBDD9B1665AD168E2102337EB8BDDE","3434","HistoricalRecord;ProductionBaselineCovered;PossibleDataBearing;ContainsDestructiveDDL;SecuritySensitive","PreserveForAuditAndHistory","False","0","","False","True","False","True","True","Contains INSERT, UPDATE, or DELETE text; manual review is required because statements may be inside function bodies. Contains DROP or other destructive DDL, commonly used before recreating functions or policies. Contains security-relevant definitions such as RLS, grants, revokes, auth references, or SECURITY DEFINER."
"20260518_update_inventory_low_stock_threshold_rpc.sql","7435EFE9E486BDE94ED91B1EBEF0545D55EB935E24FB37358358E0B4218FB561","2555","HistoricalRecord;ProductionBaselineCovered;PossibleDataBearing;SecuritySensitive","PreserveForAuditAndHistory","False","0","0","False","True","False","True","False","Contains INSERT, UPDATE, or DELETE text; manual review is required because statements may be inside function bodies. Contains security-relevant definitions such as RLS, grants, revokes, auth references, or SECURITY DEFINER."
"20260518093000_force_inventory_aware_invoice_rpc.sql","5124FFB06BEE095FA31AF3AFA3B1555D79C34C3A3E83D5912BE31726B3008A94","23229","HistoricalRecord;ProductionBaselineCovered;ContainsLatestHistoricalDefinition;PossibleDataBearing;SecuritySensitive","PreserveForAuditAndHistory","False","0","5","False","True","False","True","False","5 repeated object definition(s) are the latest detected definitions within the historical chain. Contains INSERT, UPDATE, or DELETE text; manual review is required because statements may be inside function bodies. Contains security-relevant definitions such as RLS, grants, revokes, auth references, or SECURITY DEFINER."
"20260518120000_inventory_movements_user_names.sql","5650FE22D2CCF1E8BE1CD152B243444409DBC928293CA0F282FBD512F09C14D6","5663","HistoricalRecord;ProductionBaselineCovered;ContainsSupersededDefinitions;PossibleDataBearing;ContainsDestructiveDDL;SecuritySensitive","PreserveForAuditAndHistory","False","2","0","True","True","False","True","True","2 repeated object definition(s) were followed by later definitions. Contains INSERT, UPDATE, or DELETE text; manual review is required because statements may be inside function bodies. Contains DROP or other destructive DDL, commonly used before recreating functions or policies. Contains security-relevant definitions such as RLS, grants, revokes, auth references, or SECURITY DEFINER."
"20260518123000_fix_manual_inventory_created_by.sql","D62B0552DFAEB60A95BDD05FDE3EEC8DFC0FD3363E3FAFC182E1B4B6ABA7DC89","4157","HistoricalRecord;ProductionBaselineCovered;PossibleDataBearing;ContainsDestructiveDDL;SecuritySensitive","PreserveForAuditAndHistory","False","0","","False","True","False","True","True","Contains INSERT, UPDATE, or DELETE text; manual review is required because statements may be inside function bodies. Contains DROP or other destructive DDL, commonly used before recreating functions or policies. Contains security-relevant definitions such as RLS, grants, revokes, auth references, or SECURITY DEFINER."
"20260518124500_force_adjust_inventory_stock_created_by_signature.sql","2DB331EEC2E45B232065751A5AF3B7E73FA91B55E7680BA58ABB3B58D9112724","4093","HistoricalRecord;ProductionBaselineCovered;ExactDuplicate;PossibleDataBearing;ContainsDestructiveDDL;SecuritySensitive","PreserveForAuditAndHistory","True","","0","True","True","False","True","True","File content is byte-for-byte identical to another migration. Contains INSERT, UPDATE, or DELETE text; manual review is required because statements may be inside function bodies. Contains DROP or other destructive DDL, commonly used before recreating functions or policies. Contains security-relevant definitions such as RLS, grants, revokes, auth references, or SECURITY DEFINER."
"20260518130000_reload_adjust_inventory_stock_created_by_signature.sql","2DB331EEC2E45B232065751A5AF3B7E73FA91B55E7680BA58ABB3B58D9112724","4093","HistoricalRecord;ProductionBaselineCovered;ExactDuplicate;PossibleDataBearing;ContainsDestructiveDDL;SecuritySensitive","PreserveForAuditAndHistory","True","0","","False","True","False","True","True","File content is byte-for-byte identical to another migration. Contains INSERT, UPDATE, or DELETE text; manual review is required because statements may be inside function bodies. Contains DROP or other destructive DDL, commonly used before recreating functions or policies. Contains security-relevant definitions such as RLS, grants, revokes, auth references, or SECURITY DEFINER."
"20260519090000_inventory_movements_real_actor_names.sql","BE8A1E13EC9D374BAE13BC103902340F15EABD69DEC2877CDD1175A24DDD2313","1756","HistoricalRecord;ProductionBaselineCovered;SecuritySensitive","PreserveForAuditAndHistory","False","","0","True","True","False","False","False","Contains security-relevant definitions such as RLS, grants, revokes, auth references, or SECURITY DEFINER."
"20260519093000_inventory_movements_actor_identity_view.sql","D358E01AD553214998204166198D758A84D38E40610C0D6F6EAF644AFB64ECD1","1674","HistoricalRecord;ProductionBaselineCovered;SecuritySensitive","PreserveForAuditAndHistory","False","","0","True","True","False","False","False","Contains security-relevant definitions such as RLS, grants, revokes, auth references, or SECURITY DEFINER."
"20260519100000_fix_cancelled_invoice_inventory_restore_rpc.sql","F541588FEFFFA94E769CC2B66C060640618036542BEB49C3A6125C4DA3B804CD","4576","HistoricalRecord;ProductionBaselineCovered;ContainsSupersededDefinitions;PossibleDataBearing;ContainsDestructiveDDL;SecuritySensitive","PreserveForAuditAndHistory","False","2","0","True","True","False","True","True","2 repeated object definition(s) were followed by later definitions. Contains INSERT, UPDATE, or DELETE text; manual review is required because statements may be inside function bodies. Contains DROP or other destructive DDL, commonly used before recreating functions or policies. Contains security-relevant definitions such as RLS, grants, revokes, auth references, or SECURITY DEFINER."
